key_name,key_mode,key_strength,num_key_signature_changes,most_frequent_key_signature,average_pitch,median_pitch,std_dev_pitch,pitch_range,unique_pitch_classes,pitch_entropy,average_melodic_interval,note_density,rhythmic_variance,rest_proportion,chord_diversity,most_common_chord,consonance_ratio,num_instruments,instrument_diversity,most_common_instrument,average_tempo,min_tempo,max_tempo,tempo_variability,time_signature_changes,most_frequent_time_signature,measure_count,total_duration,composer
C#,minor,0.825660687476208,3,4,58.13321799307958,61.0,10.874380403503064,58.0,12,3.201230041845737,-0.006060606060606061,3.6097560975609757,0.5939047155263318,0.11003861003861004,6,Perfect Octave,0.01904761904761905,3,3,Klavier - Right (Sub),51.084210526315786,30.0,57.0,4.895031117356579,3,4/4,0,287.0,Beethoven
D,major,0.9243563790333539,2,2,61.65461847389558,62.0,11.546431008374174,56.0,12,3.0800309866189326,-0.003215434083601286,1.2757009345794392,0.7878476834520791,0.3076923076923077,14,Major Third,0.15878378378378377,2,2,Left,273.9583333333333,200.0,300.0,25.123825290393622,2,3/4,0,642.0,Beethoven
D,major,0.872518491564732,2,2,63.91802684076895,67.0,14.450915935317374,59.0,12,3.0956642555236957,0.00181422351233672,3.5996932515337425,0.21405940697012021,0.1665956540264167,23,Perfect Octave,0.07202216066481995,2,2,Left,144.3125,100.0,180.0,17.166350624113445,4,1/8,0,652.0,Beethoven
D,major,0.872518491564732,2,2,63.91802684076895,67.0,14.450915935317374,59.0,12,3.0956642555236957,0.00181422351233672,3.5996932515337425,0.21405940697012021,0.1665956540264167,23,Perfect Octave,0.07202216066481995,2,2,Left,144.3125,100.0,180.0,17.166350624113445,4,1/8,0,652.0,Beethoven
C,major,0.8909892661991525,2,0,61.39803707742639,60.0,11.605648441786888,59.0,12,3.3020578607794384,0.0,5.2140287769784175,0.10340718456030062,0.12625043118316662,47,Major Second,0.02162565249813572,2,2,Left,61.75625,35.0,72.0,6.1303516161391585,10,3/8,0,556.0,Beethoven
G,major,0.8508677012400581,2,1,62.10944808231992,62.0,13.914636672482409,58.0,12,3.204135913812467,-0.010526315789473684,3.2761061946902656,0.5048207533042263,0.09508373851971907,25,Perfect Octave,0.14416475972540047,2,2,Left,195.9318181818182,120.0,270.0,23.63394874027299,4,2/4,0,1130.0,Beethoven
B-,major,0.9105908923334274,2,-2,59.91031652989449,60.0,13.258395080507624,60.0,12,3.0827955643758074,0.0281524926686217,3.035483870967742,0.3340837101843804,0.412327311370882,35,Perfect Octave,0.14007782101167315,2,2,Left,43.86666666666667,30.0,50.0,5.155795013596083,2,3/4,0,310.0,Beethoven
D,minor,0.8620717523037251,2,-1,64.70739219712526,65.0,12.51568243252143,65.0,12,3.3262742417022926,-0.0014376668720476485,6.113131313131313,0.07401941854591801,0.21943159286186384,16,Perfect Octave,0.006211180124223602,2,2,Left,90.98611111111111,60.0,96.0,6.254427444164732,2,3/8,0,742.5,Beethoven
B-,major,0.9105908923334274,2,-2,59.91031652989449,60.0,13.258395080507624,60.0,12,3.0827955643758074,0.0281524926686217,3.035483870967742,0.3340837101843804,0.412327311370882,35,Perfect Octave,0.14007782101167315,2,2,Left,43.86666666666667,30.0,50.0,5.155795013596083,2,3/4,0,310.0,Beethoven
D,minor,0.8620717523037251,2,-1,64.70739219712526,65.0,12.51568243252143,65.0,12,3.3262742417022926,-0.0014376668720476485,6.113131313131313,0.07401941854591801,0.21943159286186384,16,Perfect Octave,0.006211180124223602,2,2,Left,90.98611111111111,60.0,96.0,6.254427444164732,2,3/8,0,742.5,Beethoven
A-,major,0.9396710174209276,2,-4,59.00198281559815,58.0,13.375283605755953,61.0,12,3.304116326191912,0.002644628099173554,5.203389830508475,0.0569799542800189,0.13925081433224756,29,Minor Third,0.031446540880503145,2,2,Left,81.8,47.0,90.0,9.58331884056875,2,2/4,0,472.0,Beethoven
E-,major,0.9064588530321772,2,-3,62.202429149797574,63.0,9.614614075241422,53.0,12,2.8935184380336563,0.00337609723160027,2.8295454545454546,0.22974509035696672,0.13253012048192772,30,Perfect Octave,0.043478260869565216,2,2,Left,72.0,40.0,85.0,9.911371959403352,4,1/4,0,352.0,Beethoven
E-,major,0.8289188555340087,2,-3,60.91998861047836,60.0,12.599021421299264,60.0,12,3.3343669975471446,0.006835659356308744,2.5984,0.1944050580482267,0.11145320197044335,19,Perfect Octave,0.056338028169014086,2,2,Left,229.0,150.0,280.0,41.82104733265297,4,1/4,0,1250.0,Beethoven
G,minor,0.9411602817999758,2,-2,64.65214932126698,64.0,9.835498542499668,58.0,12,3.21172703446605,-0.003961516694963215,4.982817869415808,0.07715564803804995,0.0503448275862069,20,Minor Third,0.040983606557377046,2,2,Left,59.775510204081634,30.0,65.0,6.531760103204514,4,1/4,0,291.0,Beethoven
G,major,0.8442010440226309,6,1,65.517578125,65.0,9.927013118104634,51.0,12,3.1871995159283046,-0.009281875915974597,3.5352941176470587,0.12498869512173796,0.14364947310038825,18,Minor Third,0.021739130434782608,2,2,Left,134.92105263157896,67.5,150.0,16.352420678598676,2,6/8,0,510.0,Beethoven
A,major,0.7578876169755527,6,3,61.6084668739536,61.0,11.221584382635289,58.0,12,3.4519098657332288,-0.005741626794258373,3.2487857528332436,0.16752490544623017,0.24584717607973422,34,Minor Third,0.061306532663316586,2,2,Left,133.4406779661017,80.0,150.0,17.07438480559445,4,1/4,0,926.5,Beethoven
D,major,0.9027998391943973,2,2,57.926680244399186,57.0,10.92777254558967,59.0,12,3.193552894149298,0.0,4.077551020408163,0.22819791763735858,0.24224224224224225,30,Perfect Octave,0.11076923076923077,2,2,Left,44.86666666666667,30.0,55.0,6.002221810851934,2,3/4,0,245.0,Beethoven
A,major,0.8711049085283034,6,3,63.3684350132626,64.0,11.442014390254222,57.0,12,3.3114248867784872,0.003183868400106129,3.837121212121212,0.1870846915103384,0.11451135241855874,26,Minor Third,0.2077922077922078,2,2,Left,104.0625,40.0,125.0,22.289203524352324,2,4/4,0,792.0,Beethoven
F,minor,0.9087724856873756,0,,63.46754143646409,65.0,14.296497138094832,65.0,12,3.2706190182426496,-0.002073255010366275,1.8851282051282052,0.17883827613794007,0.19042437431991294,20,Perfect Octave,0.06359649122807018,2,2,Left,236.34883720930233,120.0,270.0,36.925370191295265,2,2/4,0,487.5,Beethoven
A-,major,0.8418895690223998,16,-4,58.76520019772615,58.0,12.358071565561323,72.0,12,3.446513470807823,-0.0022249690976514215,4.025129342202513,0.2090587007443083,0.1303709144326111,60,Perfect Octave,0.1407035175879397,2,2,Left,69.77688679245283,20.0,140.0,43.19813045970392,18,12/16,0,676.5,Beethoven
C,minor,0.8626339948749109,8,-3,62.34879068921622,63.0,16.13153459343994,75.0,12,3.3732322832552075,-0.0005456529647144416,4.70235294117647,0.160039575243389,0.10382787090317738,51,Perfect Octave,0.05263157894736842,2,2,Left,95.96932515337423,40.0,150.0,26.361438493031496,4,1/4,0,850.0,Beethoven
C,major,0.9553125351635632,6,0,65.06352193859546,67.0,15.428360683913038,70.0,12,3.204360343252354,-0.001411764705882353,24162/3913,0.052613884779787595,0.2585050906381922,79,Major Second,0.06710885680842762,2,2,Left,39.585585585585584,10.0,80.0,12.536770039985095,16,3/16,0,3913/6,Beethoven
C,minor,0.8626339948749109,8,-3,62.34879068921622,63.0,16.13153459343994,75.0,12,3.3732322832552075,-0.0005456529647144416,4.70235294117647,0.160039575243389,0.10382787090317738,51,Perfect Octave,0.05263157894736842,2,2,Left,95.96932515337423,40.0,150.0,26.361438493031496,4,1/4,0,850.0,Beethoven
C,major,0.9553125351635632,6,0,65.06352193859546,67.0,15.428360683913038,70.0,12,3.204360343252354,-0.001411764705882353,24162/3913,0.052613884779787595,0.2585050906381922,79,Major Second,0.06710885680842762,2,2,Left,39.585585585585584,10.0,80.0,12.536770039985095,16,3/16,0,3913/6,Beethoven
G,major,0.9201340476772847,2,1,66.43330501274427,67.0,10.625109902715135,57.0,12,3.001554699079539,0.0,3.0714285714285716,0.13973568896099994,0.08,13,Major Third,0.10382513661202186,2,2,Left,146.13636363636363,120.0,160.0,12.147934558993425,2,4/4,0,700.0,Beethoven
C,major,0.8011273585012615,2,0,61.892565781914286,60.0,15.562096645560183,65.0,12,3.460840669374914,0.002757986669731096,4.448358686949559,0.3611650975769347,0.05946724262059035,34,Major Third,0.09097633136094675,2,2,Left,131.1195652173913,30.0,160.0,24.26432449686628,2,4/4,0,1561.25,Beethoven
F,major,0.8690067382902602,2,-1,62.84899439498846,64.0,13.821513540214614,60.0,12,3.3036885822246993,0.0016490765171503958,3.9638297872340424,0.20291432932842698,0.1782071926999463,34,Perfect Octave,0.0335707019328586,2,2,Left,75.29787234042553,60.0,90.0,9.273423232646515,8,1/4,0,470.0,Beethoven
F,major,0.8718675837677895,2,-1,60.80807002561913,61.0,12.587070404381866,63.0,12,3.4592354861957313,0.0025624599615631004,6.286532951289399,0.040384476905815064,0.03714676390154968,15,Perfect Octave,0.022388059701492536,2,2,Left,134.6153846153846,100.0,150.0,14.99506822278302,2,2/4,0,698.0,Beethoven
F,minor,0.8213202545802796,6,-4,62.60324171952079,64.0,15.798368910913137,67.0,12,3.3645613272923685,0.00070482097547223,3.110640870616687,0.3166057971772027,0.22351797862001943,30,Perfect Octave,0.12555720653789004,2,2,Left,140.26666666666668,30.0,210.0,42.29967165619873,4,3/8,0,1654.0,Beethoven
F,minor,0.8213202545802796,6,-4,62.60324171952079,64.0,15.798368910913137,67.0,12,3.3645613272923685,0.00070482097547223,3.110640870616687,0.3166057971772027,0.22351797862001943,30,Perfect Octave,0.12555720653789004,2,2,Left,140.26666666666668,30.0,210.0,42.29967165619873,4,3/8,0,1654.0,Beethoven
F#,major,0.8803978337701867,2,6,67.80929487179488,70.0,13.200680632486868,64.0,12,3.3324094966487587,-0.003206841261357563,4.295409181636726,0.08882148688733323,0.3345724907063197,28,Diminished Fourth,0.009345794392523364,2,2,Left,142.86486486486487,80.0,170.0,16.13484086833841,2,2/4,0,375.75,Beethoven
E-,major,0.9209190854583948,2,-3,64.12989690721649,65.0,13.15438760429988,67.0,12,3.2021653285331584,-0.0011785503830288745,1.9912490055688146,0.9052324430464372,0.1418298042349181,45,Perfect Octave,0.05540540540540541,2,2,Left,180.8,26.0,230.0,69.41466195349255,4,2/4,0,1257.0,Beethoven
E,minor,0.9276451089450647,6,1,64.54118497109826,64.0,13.389362863937995,68.0,12,3.3747640988126366,-0.0010842067220816769,2.3846153846153846,0.42351747894397623,0.18798665183537264,35,Perfect Octave,0.07633587786259542,2,2,Left,135.07865168539325,40.0,200.0,32.25816671062326,4,1/4,0,754.0,Beethoven
E,major,0.9542357257977605,12,4,63.81240768094535,63.0,11.603080443938083,63.0,12,3.203634691053715,0.0,5.2559899117276165,0.08254855567139716,0.06973768394113884,37,Perfect Octave,0.04798962386511025,2,2,Left,72.40366972477064,20.0,83.0,9.513022716887582,4,1/4,0,594.75,Beethoven
A,major,0.8863810560030645,2,3,63.73643949930459,65.5,13.482464544285856,67.0,12,3.1701068360507767,0.0006958942240779402,2.4627329192546585,0.2474821061971952,0.14754098360655737,34,Perfect Octave,0.11940298507462686,2,2,Left,82.21774193548387,45.0,100.0,12.621225391578093,2,6/8,0,322.0,Beethoven
A,major,0.8559929942008431,0,,63.860660031430065,64.0,13.41534586120344,76.0,12,3.236358457655258,0.0017464198393293748,4.532319391634981,0.118977545750064,0.15627996164908917,52,Perfect Octave,0.12380122057541412,2,2,Left,98.74820143884892,20.0,150.0,36.323307127106006,6,2/4,0,920.5,Beethoven
B-,major,0.9012205859619875,18,-2,68.49994214971653,70.0,15.234723904489845,72.0,12,3.4285191347597035,-0.004165702383707475,2.718974820143885,0.3299355412624861,0.1228708450471308,50,Perfect Octave,0.19734345351043645,2,2,Left,193.44,100.0,220.0,25.419803303723654,2,4/4,0,2224.0,Beethoven
B-,minor,0.6911556645302915,10,-2,62.6073500967118,65.0,15.652493888565838,72.0,12,3.268903156990677,-0.0019351717464925011,2.5612872692853763,0.16674770375444917,0.35476718403547675,27,Perfect Octave,0.01393188854489164,2,2,Left,180.73809523809524,70.0,320.0,53.44737488489184,14,3/4,0,528.25,Beethoven
F#,minor,0.8308915761665704,20,3,63.5648869466084,63.0,14.279834022854079,72.0,12,3.408513612290753,0.0017103762827822121,8067/1709,0.1263596673139512,0.28523614726664187,72,Perfect Octave,0.07504263786242182,2,2,Left,36.79433962264151,20.0,46.0,5.1655760092460135,2,6/8,0,1709/3,Beethoven
B-,major,0.8795163029760263,32,-2,62.16351257789061,63.0,14.41726478790582,70.0,12,3.5406804049174725,0.003346797461050202,5.178393462228423,0.12086230441570131,0.13010007698229406,65,Major Second,0.020759493670886076,2,2,Left,100.32380952380953,22.0,150.0,42.08573907045683,10,4/4,0,1254.25,Beethoven
C,major,0.8533525385415093,2,0,65.00291302538494,66.0,12.830483163709834,59.0,12,3.3129368227775813,-0.012905911740216486,2.284818067754078,0.2720440495826831,0.16254805052169138,20,Perfect Octave,0.24047619047619048,2,2,Left,237.67857142857142,150.0,260.0,21.855129459087387,4,2/4,0,797.0,Beethoven
E,minor,0.8504629991976637,6,4,62.936155913978496,64.0,10.76361774420816,60.0,12,3.3529268180569733,-0.004707464694014795,5.228915662650603,0.046458383474791434,0.3859447004608295,42,Perfect Octave,0.020036429872495445,2,2,Left,32.68421052631579,15.0,40.0,6.32499329376759,2,4/8,0,166.0,Beethoven
C,major,0.8533525385415093,2,0,65.00291302538494,66.0,12.830483163709834,59.0,12,3.3129368227775813,-0.012905911740216486,2.284818067754078,0.2720440495826831,0.16254805052169138,20,Perfect Octave,0.24047619047619048,2,2,Left,237.67857142857142,150.0,260.0,21.855129459087387,4,2/4,0,797.0,Beethoven
C,major,0.9366862954720314,2,0,67.62346221441125,69.0,13.686922855680878,60.0,12,3.2342966687691894,-0.0015381234893430016,3.0527950310559007,0.2530967143242338,0.09528653780942692,31,Major Second,0.14127861089187055,2,2,Left,156.8421052631579,100.0,180.0,18.018304020589543,4,1/4,0,966.0,Beethoven
E,major,0.9137728642690363,6,4,65.77770618556701,66.0,15.142074341284026,72.0,12,3.298860119277579,-0.0025789813023855577,11580/2723,0.11323731285850974,0.36373056994818653,48,major triad,0.16279069767441862,2,2,Left,56.7962962962963,23.0,120.0,34.9029764355471,12,1/4,0,2723/12,Beethoven
E,minor,0.9229685166768896,2,1,62.28899392302498,64.0,14.77411076237769,67.0,12,3.2432388360859896,0.006081081081081081,2.340659340659341,0.5288426568802487,0.1298904538341158,22,Perfect Octave,0.027624309392265192,2,2,Left,240.25641025641025,120.0,270.0,27.57155534308534,2,3/4,0,546.0,Beethoven
E,major,0.9063877300354607,2,4,62.59709911361805,64.0,14.792482071357515,67.0,12,3.08218278171253,0.0008059316569954867,4.7060964513193815,0.1565492922971936,0.1794276875483372,55,Major Second,0.06354515050167224,2,2,Left,68.00709219858156,30.0,200.0,30.585885692610383,16,3/4,0,824.25,Beethoven
C,major,0.8585303494746769,2,0,59.310756972111555,60.0,13.060553774570232,62.0,12,3.3591176636192155,0.000664451827242525,3.131868131868132,0.19150720639589283,0.2994152046783626,44,Perfect Octave,0.0988235294117647,2,2,Left,43.2,30.0,50.0,6.095900261651267,2,3/4,0,273.0,Beethoven
E-,major,0.8476878022066013,6,-3,61.42989214175655,63.0,12.17938975528622,60.0,12,3.25259744775605,-0.009556103575832305,2.561777777777778,0.4214683600122844,0.17279666897987508,20,Minor Third,0.061855670103092786,2,2,Left,226.84782608695653,184.0,240.0,13.227059536032725,2,3/4,0,1125.0,Beethoven
E-,major,0.9552411839835521,2,-3,63.63870967741936,63.0,12.439096351758407,62.0,12,3.226562402715207,-0.0033460803059273425,5.517647058823529,0.05631359397549647,0.153091684434968,53,Minor Second,0.07275320970042796,2,2,Left,62.10526315789474,40.0,70.0,6.007843442158323,4,1/4,0,425.0,Beethoven
C,major,0.8585303494746769,2,0,59.310756972111555,60.0,13.060553774570232,62.0,12,3.3591176636192155,0.000664451827242525,3.131868131868132,0.19150720639589283,0.2994152046783626,44,Perfect Octave,0.0988235294117647,2,2,Left,43.2,30.0,50.0,6.095900261651267,2,3/4,0,273.0,Beethoven
